0,-28,-49,-68,-88,-44,-64,-78,-87,-41,-58,-69,-76,-40,-53,-62,-67,-41,-52,-56,-59
0,-34,-58,-78,-99,-49,-69,-84,-94,-43,-60,-72,-81,-38,-51,-60,-66,-36,-46,-51,-54
0,-39,-64,-84,-104,-52,-71,-85,-94,-41,-57,-69,-78,-33,-44,-54,-61,-27,-36,-41,-45
0,-37,-60,-78,-97,-46,-64,-77,-87,-37,-52,-64,-72,-30,-42,-50,-56,-27,-35,-39,-43
0,-41,-65,-82,-99,-45,-60,-73,-81,-32,-45,-55,-61,-22,-32,-40,-46,-16,-24,-28,-31
0,-35,-54,-70,-85,-36,-50,-63,-72,-26,-39,-49,-56,-20,-29,-36,-42,-17,-23,-26,-29
0,-43,-64,-80,-94,-39,-51,-62,-70,-24,-33,-42,-48,-12,-17,-24,-30,-4,-7,-10,-13
0,-38,-57,-72,-86,-34,-46,-57,-65,-22,-31,-41,-49,-13,-18,-26,-32,-7,-10,-13,-16
0,-39,-60,-75,-90,-38,-51,-63,-72,-26,-36,-46,-55,-16,-22,-30,-37,-10,-13,-17,-21
0,-40,-62,-77,-92,-42,-56,-68,-76,-29,-39,-49,-57,-19,-25,-33,-39,-12,-16,-19,-23
0,-42,-64,-81,-96,-44,-59,-71,-80,-31,-42,-52,-61,-20,-27,-36,-43,-13,-18,-22,-26
0,-41,-63,-78,-93,-44,-58,-71,-79,-30,-41,-52,-61,-19,-26,-35,-42,-12,-16,-20,-24
0,-39,-60,-75,-90,-41,-55,-68,-76,-29,-39,-50,-58,-19,-26,-34,-40,-13,-18,-21,-24
0,-41,-64,-79,-94,-45,-59,-72,-80,-31,-42,-52,-60,-20,-26,-34,-41,-12,-15,-19,-22
0,-40,-62,-78,-93,-42,-57,-69,-77,-30,-40,-51,-58,-19,-26,-34,-41,-13,-17,-21,-24
0,-40,-60,-75,-89,-41,-55,-67,-76,-29,-39,-49,-57,-18,-25,-33,-40,-12,-16,-19,-23
0,-41,-61,-76,-90,-41,-54,-66,-74,-27,-36,-46,-54,-16,-21,-30,-36,-9,-12,-15,-19
0,-43,-65,-81,-95,-44,-56,-68,-76,-28,-36,-46,-54,-15,-19,-27,-34,-6,-8,-12,-15
0,-44,-67,-82,-97,-45,-58,-70,-78,-29,-38,-48,-55,-16,-21,-29,-36,-7,-9,-13,-16
0,-43,-65,-80,-95,-44,-58,-69,-77,-29,-38,-48,-55,-17,-22,-30,-36,-9,-11,-14,-17
0,-43,-65,-80,-95,-44,-58,-69,-78,-29,-39,-48,-56,-17,-23,-31,-37,-9,-12,-15,-18
0,-40,-62,-78,-93,-41,-55,-67,-75,-28,-38,-47,-55,-18,-23,-31,-36,-11,-14,-16,-19
0,-47,-72,-89,-104,-48,-60,-71,-79,-29,-37,-46,-52,-14,-18,-25,-31,-4,-5,-7,-10
0,-43,-66,-81,-97,-44,-57,-68,-76,-28,-37,-46,-53,-16,-21,-28,-34,-8,-9,-12,-15
0,-40,-61,-76,-91,-40,-54,-65,-73,-27,-37,-46,-53,-17,-22,-29,-35,-10,-13,-15,-17
0,-42,-64,-79,-94,-42,-55,-67,-75,-28,-37,-46,-53,-16,-22,-29,-35,-9,-12,-14,-17
0,-40,-60,-75,-90,-40,-53,-65,-73,-27,-36,-45,-52,-17,-22,-29,-34,-11,-13,-15,-17
0,-41,-62,-77,-91,-42,-56,-67,-75,-28,-37,-47,-54,-17,-22,-29,-36,-9,-11,-14,-17
0,-39,-60,-74,-88,-40,-53,-65,-73,-27,-36,-45,-52,-17,-21,-28,-33,-10,-12,-14,-16
0,-37,-57,-72,-86,-38,-52,-63,-71,-26,-36,-45,-52,-17,-23,-29,-34,-12,-15,-16,-18
0,-44,-65,-80,-95,-42,-54,-65,-72,-26,-33,-42,-48,-13,-16,-23,-29,-3,-4,-7,-9
0,-44,-66,-80,-94,-42,-54,-65,-72,-26,-33,-41,-48,-12,-15,-22,-28,-2,-3,-6,-8
0,-48,-72,-88,-104,-43,-53,-63,-70,-24,-29,-36,-43,-8,-9,-15,-22,2,3,1,-1
0,-41,-60,-74,-87,-37,-48,-59,-66,-23,-30,-39,-46,-11,-15,-23,-30,-4,-5,-8,-12
0,-42,-62,-76,-90,-39,-51,-62,-70,-24,-32,-41,-48,-12,-16,-23,-30,-5,-5,-8,-11
0,-40,-59,-72,-84,-37,-48,-58,-65,-22,-29,-37,-43,-11,-14,-20,-26,-4,-4,-6,-8
0,-43,-64,-78,-91,-40,-51,-61,-69,-24,-30,-39,-46,-11,-13,-20,-27,-2,-2,-5,-8
0,-40,-60,-73,-86,-37,-48,-58,-65,-22,-29,-37,-43,-11,-13,-19,-25,-3,-3,-5,-7
0,-44,-65,-80,-94,-38,-49,-59,-67,-22,-28,-36,-42,-9,-11,-17,-23,0,0,-2,-5
0,-51,-75,-92,-108,-44,-54,-64,-71,-24,-28,-35,-41,-7,-7,-12,-19,4,6,5,2
0,-38,-57,-70,-83,-35,-47,-58,-66,-23,-30,-39,-46,-13,-18,-25,-30,-8,-10,-12,-15
0,-40,-60,-74,-87,-35,-47,-58,-66,-22,-29,-37,-44,-11,-14,-21,-27,-4,-6,-8,-11
0,-36,-53,-65,-76,-31,-42,-53,-60,-19,-26,-35,-42,-11,-15,-22,-28,-6,-8,-10,-13
0,-39,-58,-72,-85,-34,-46,-57,-65,-21,-29,-38,-45,-12,-16,-24,-30,-6,-8,-11,-15
0,-42,-63,-77,-91,-37,-48,-59,-67,-22,-29,-38,-45,-11,-14,-21,-28,-4,-5,-7,-11
0,-37,-55,-68,-81,-33,-45,-56,-64,-21,-29,-38,-45,-13,-18,-25,-31,-8,-11,-13,-16
0,-43,-64,-78,-92,-37,-48,-60,-68,-22,-29,-39,-46,-11,-14,-22,-29,-3,-5,-8,-12
0,-42,-62,-75,-88,-36,-48,-58,-66,-22,-28,-37,-44,-10,-13,-21,-28,-3,-5,-8,-11
0,-37,-54,-66,-77,-30,-41,-52,-60,-18,-25,-34,-41,-10,-14,-21,-28,-5,-8,-11,-14
0,-37,-54,-66,-78,-30,-42,-53,-61,-19,-26,-35,-42,-10,-15,-23,-29,-6,-9,-12,-15
0,-36,-53,-65,-76,-30,-42,-53,-61,-19,-27,-37,-44,-12,-17,-25,-32,-8,-12,-16,-19
0,-36,-53,-65,-76,-31,-43,-54,-62,-20,-27,-37,-44,-12,-17,-25,-31,-8,-11,-15,-18
0,-43,-63,-78,-91,-35,-46,-57,-65,-20,-27,-36,-43,-9,-12,-20,-27,-2,-4,-8,-12
0,-38,-55,-68,-80,-32,-43,-54,-62,-20,-27,-36,-43,-11,-14,-22,-29,-6,-8,-11,-14
0,-45,-67,-82,-96,-38,-49,-61,-70,-22,-29,-38,-46,-9,-13,-21,-28,-1,-3,-7,-11
0,-50,-73,-89,-104,-41,-51,-62,-71,-22,-27,-36,-43,-7,-8,-16,-24,3,3,0,-4
0,-53,-79,-97,-114,-42,-50,-60,-69,-20,-24,-32,-39,-3,-2,-9,-17,7,10,6,2
0,-50,-75,-92,-108,-41,-51,-61,-70,-22,-27,-36,-44,-7,-8,-16,-24,2,2,-1,-6
0,-54,-80,-98,-116,-42,-50,-59,-67,-20,-23,-30,-37,-2,0,-7,-15,9,12,9,4
0,-53,-80,-98,-116,-43,-52,-62,-70,-22,-25,-34,-41,-5,-4,-11,-20,6,8,4,0
0,-55,-82,-101,-119,-43,-51,-60,-68,-20,-23,-30,-37,-2,0,-6,-14,10,13,10,6
0,-52,-78,-95,-113,-42,-52,-62,-71,-22,-27,-36,-44,-6,-7,-15,-23,4,4,0,-4
0,-46,-69,-85,-100,-38,-49,-61,-70,-22,-29,-39,-47,-10,-13,-21,-28,-2,-4,-8,-12
0,-45,-67,-83,-97,-38,-50,-61,-70,-23,-31,-40,-48,-11,-15,-23,-31,-4,-6,-10,-15
0,-46,-69,-84,-99,-38,-49,-60,-69,-22,-29,-38,-45,-9,-12,-20,-27,-1,-3,-7,-11
0,-48,-71,-88,-103,-39,-49,-60,-69,-21,-28,-37,-45,-8,-10,-18,-26,0,0,-3,-8
0,-50,-75,-92,-109,-40,-50,-61,-69,-22,-27,-37,-45,-7,-9,-17,-25,2,1,-1,-6
0,-48,-72,-88,-104,-40,-50,-61,-70,-23,-29,-39,-48,-9,-12,-21,-29,0,-1,-6,-11
0,-39,-58,-72,-86,-33,-45,-57,-66,-21,-30,-41,-49,-13,-18,-26,-33,-8,-12,-15,-19
0,-40,-60,-75,-88,-33,-45,-56,-65,-20,-29,-39,-47,-11,-16,-24,-31,-5,-9,-12,-16
0,-38,-57,-71,-84,-32,-44,-56,-64,-21,-29,-39,-47,-12,-18,-26,-33,-8,-11,-15,-18
0,-37,-55,-69,-82,-33,-46,-58,-67,-23,-33,-44,-52,-15,-22,-31,-38,-12,-17,-21,-24
0,-44,-66,-81,-97,-38,-50,-62,-71,-24,-32,-43,-51,-12,-17,-25,-33,-5,-8,-12,-16
0,-37,-56,-69,-83,-33,-46,-58,-67,-23,-33,-43,-52,-15,-22,-31,-38,-11,-16,-20,-24
