1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-9,-11,-3,0,9,-2,-2,-7,-5,-3,-4,-11,-12,-7,-9,-20,-26,-9,-13,-21,-26,-90,-98,-107,-115,-120,-108,-120,-127,-132,-107,-119,-126,-132,-105,-116,-123,-128,-103,-113,-118,-122
-17,-12,-9,-10,-14,-19,-26,-30,-31,-26,-39,-45,-49,-33,-50,-61,-68,-36,-48,-57,-65,-90,-98,-107,-115,-120,-108,-120,-127,-132,-107,-119,-126,-132,-105,-116,-123,-128,-103,-113,-118,-122
-18,-14,-19,-25,-21,-16,-13,-11,-11,-18,-12,-7,-6,-19,-13,-5,-1,-20,-16,-14,-11,-90,-98,-107,-115,-120,-108,-120,-127,-132,-107,-119,-126,-132,-105,-116,-123,-128,-103,-113,-118,-122
-34,-30,-26,-32,-45,-72,-81,-86,-87,-84,-89,-95,-98,-86,-91,-91,-90,-78,-74,-66,-60,-90,-98,-107,-115,-120,-108,-120,-127,-132,-107,-119,-126,-132,-105,-116,-123,-128,-103,-113,-118,-122
-7,-7,-7,-2,-2,-21,-9,-4,-2,-22,-9,0,4,-19,-9,-1,4,-11,-6,-2,0,-6,-5,-6,-8,-12,-11,-18,-23,-28,-12,-15,-23,-31,-11,-16,-23,-29,-8,-12,-16,-20
11,5,-1,-14,-21,34,11,1,-7,32,0,-14,-25,24,-4,-24,-37,13,-7,-20,-29,-16,-12,-9,-12,-9,-10,-7,-3,-3,-18,-14,-11,-8,-25,-24,-23,-21,-32,-34,-36,-36
-29,-24,-19,-12,-2,0,12,21,26,2,20,27,33,2,20,24,28,-4,1,0,0,33,26,8,48,45,4,-2,43,40,28,61,53,46,33,68,60,52,41,36,33,75
-13,-11,-9,-7,-5,-12,-8,-7,-7,-14,-9,-9,-9,-14,-12,-12,-14,-12,-9,-9,-12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-2
-14,-12,-9,-8,-7,-14,-14,-14,-13,-16,-17,-16,-15,-16,-17,-14,-12,-16,-14,-11,-7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-3,-2,-2,-2,-2
-9,-9,-9,-10,-11,-9,-9,-12,-14,-7,-7,-10,-12,-8,-6,-9,-10,-9,-12,-13,-14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-3,-2,-2,-2,-3
-13,-8,-7,-7,-7,-12,-11,-10,-10,-15,-15,-15,-15,-18,-19,-16,-16,-19,-17,-14,-11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-3,-3,-2,-2,-2,-3
-4,-7,-9,-9,-10,-10,-12,-14,-14,-9,-11,-12,-14,-6,-7,-8,-10,-4,-5,-9,-12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-3,-3,-2,-2,-2,-3
-9,-7,-6,-5,-2,-9,-7,-5,-4,-10,-9,-8,-6,-9,-12,-12,-11,-9,-7,-6,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-3,-3,-2,-2,-2,-3
-4,-4,-5,-4,-8,-7,-10,-12,-14,-7,-11,-15,-19,-7,-9,-12,-15,-6,-9,-12,-14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-3,-3,-2,-2,-2,-3
-8,-10,-10,-10,-9,-11,-12,-13,-14,-11,-11,-9,-9,-11,-10,-10,-10,-9,-9,-9,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-2,-2,-2,-3
-7,-7,-9,-9,-7,-13,-14,-14,-15,-12,-14,-15,-15,-9,-13,-12,-12,-7,-7,-7,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-2,-2,-2,-3
-5,-7,-9,-9,-11,-8,-12,-12,-13,-7,-11,-12,-13,-7,-10,-12,-12,-7,-11,-12,-12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-2,-2,-2,-3
